% pa
21三体综合症 ershiyisantizonghezheng
三地门乡 Sandimenxiang
三大纪律八项注意 SanDaJilu:BaXiangZhuyi
三天不打，上房揭瓦 santianbuda,shangfangjiewa
三天两头 santianliangtou
三天打鱼，两天晒网 santiandayu,liangtianshaiwang
三头六臂 santouliubi
三头肌 santouji
三夷教 sanyijiao
三姑六婆 sanguliupo
三字经 SanziJing
三字经 sanzijing
三官大帝 sanguandadi
三宝 sanbao
三宝太监 Sanbaotaijian
三家村 Sanjiacun
三寸不烂之舌 sancunbulanzhishe
三对三斗牛 sanduisandouniu
三尖杉酯碱 sanjianshanzhijian
三屉桌 santizhuo
三山 Sanshan
三山区 Sanshanqu
三岔口 Sanchakou
三岛由纪夫 SandaoYoujifu
三峡 Sanxia
三峡大坝 SanxiaDaba
三峡水库 Sanxiashuiku
三峡镇 Sanxiazhen
三废 sanfei
三度 sandu
三弦 sanxian
三归依 sanguiyi
三得利 Sandeli
三心二意 sanxineryi
三思而后行 sansierhouxing
三思而行 sansierxing
三拗汤 sanaotang
三教 SanJiao
三教九流 sanjiaojiuliu
三文治 sanwenzhi
三文鱼 sanwenyu
三族 sanzu
三旬九食 sanxunjiushi
三明 Sanming
三明市 Sanmingshi
三明治 sanmingzhi
三星 Sanxing
三星 sanxing
三星乡 Sanxingxiang
三星集团 SanxingJituan
三春 sanchun
三昧 sanmei
三更 sangeng
三更半夜 sangengbanye
三曹 SanCao
三月 Sanyue
三月份 sanyuefen
三月街 SanyueJie
三朋四友 sanpengsiyou
三权分立 sanquanfenli
三极管 sanjiguan
三框栏 sankuanglan
三棱草 sanlengcao
三棱镜 sanlengjing
三次 sanci
三次幂 sancimi
三次方 sancifang
三次方程 sancifangcheng
三次曲线 sanciquxian
三段论 sanduanlun
三毛猫 sanmaomao
三民 Sanmin
三民主义 sanminzhuyi
三民乡 Sanminxiang
三民区 Sanminqu
三氟化硼 sanfuhuapeng
三氯化磷 sanlu:hualin
三氯化铁 sanlu:huatie
三氯已烯 sanlu:yixi
三氯已烷 sanlu:yiwan
三氯氧磷 sanlu:yanglin
三氯氰胺 sanlu:qingan
三氯甲烷 sanlu:jiawan
三水 Sanshui
三水区 Sanshuiqu
三水县 Sanshuixian
三江侗族自治县 Sanjiangdongzuzizhixian
三江平原 Sanjiangpingyuan
三江并流 Sanjiangbingliu
三江源 Sanjiangyuan
三江生态旅游区 Sanjiangshengtailu:youqu
三河 Sanhe
三河县 Sanhexian
三河市 Sanheshi
三法司 sanfasi
三洋 Sanyang
三流 sanliu
三浦梅园 SanpuMeiyuan
三温暖 sanwennuan
三湾 Sanwan
三湾乡 Sanwanxiang
三点水 sandianshui
三焦 sanjiao
三班倒 sanbandao
三瓦两舍 sanwaliangshe
三生有幸 sanshengyouxing
三用表 sanyongbiao
三田 Santian
三田 santian
三略 Sanlu:e
三番五次 sanfanwuci
三百六十行 sanbailiushihang
三皇 sanhuang
三皇五帝 sanhuangwudi
三皇炮捶 sanhuangpaochui
三硝基甲苯 sanxiaojijiaben
三碳糖 santantang
三磷酸腺苷 sanlinsuanxiangan
三秒胶 sanmiaojiao
三穗 Sansui
三穗县 Sansuixian
三等分 sandengfen
三等分角 sandengfenjiao
三索锦蛇 sansuojinshe
三级 sanji
三级士官 sanjishiguan
三级片 sanjipian
三级跳 sanjitiao
三级跳远 sanjitiaoyuan
三纲五常 sangangwuchang
三维 sanwei
三维空间 sanweikongjian
三联书店 SanlianShudian
三联管 sanlianguan
三聚氰胺 sanjuqingan
三胚层动物 sanpeicengdongwu
三胞胎 sanbaotai
三脚两步 sanjiaoliangbu
三脚架 sanjiaojia
三脚猫 sanjiaomao
三膲 sanjiao
三自 Sanzi
三自教会 SanziJiaohui
三自爱国教会 SanziAiguoJiaohui
三色 sanse
三色堇 sansejin
三色猫 sansemao
三色紫罗兰 sanseziluolan
三芝 Sanzhi
三芝乡 Sanzhixiang
三苏 SanSu
三茶六饭 sanchaliufan
三菱 Sanling
三藏 Sanzang
三藏法师 Sanzangfashi
三藩之乱 sanfanzhiluan
三藩叛乱 Sanfanpanluan
三藩市 Sanfanshi
三角 sanjiao
三角债 sanjiaozhai
三角关系 sanjiaoguanxi
三角凳 sanjiaodeng
三角函数 sanjiaohanshu
三角学 sanjiaoxue
三角座 Sanjiaozuo
三角形 sanjiaoxing
三角恋爱 sanjiaolianai
三角恐龙 sanjiaokonglong
三角板 sanjiaoban
三角柱体 sanjiaozhuti
三角法 sanjiaofa
三角洲 sanjiaozhou
三角测量法 sanjiaoceliangfa
三角肌 sanjiaoji
三角腹带 sanjiaofudai
三角裤 sanjiaoku
三角裤衩 sanjiaokucha
三角锥 sanjiaozhui
三角龙 sanjiaolong
三言两句 sanyanliangju
三言两语 sanyanliangyu
三论宗 Sanlunzong
三貂角 Sandiaojiao
三资企业 sanziqiye
三足乌 sanzuwu
三足金乌 sanzujinwu
三跪九叩 sanguijiukou
三轮车 sanlunche
三轮车夫 sanlunchefu
三边形 sanbianxing
三连胜 sanliansheng
三迭纪 Sandieji
三退 santui
三通 santong
三部曲 sanbuqu
三都县 Sanduxian
三都水族自治县 Sandushuizuzizhixian
三酸甘油酯 sansuanganyouzhi
三里屯 Sanlitun
三里河 Sanlihe
三重 Sanchong
三重 sanchong
三重县 Sanchongxian
三重奏 sanchongzou
三重市 Sanchongshi
三键 sanjian
三长两短 sanchangliangduan
三门 Sanmen
三门县 Sanmenxian
三门峡 Sanmenxia
三门峡市 Sanmenxiashi
三阿姨 sanayi
三陪小姐 sanpeixiaojie
三音 sanyin
三音度 sanyindu
三项 sanxiang
三项全能 sanxiangquanneng
三项式 sanxiangshi
三顾茅庐 sangumaolu
三马同槽 sanmatongcao
三驾马车 sanjiamache
三魂 sanhun
三魂七魄 sanhunqipo
三鲜 sanxian
三鹿 SanLu
三鹿集团 SanluJituan
上 shang
上 shang
上一个 shangyige
上一号 shangyihao
上一页 shangyiye
上万 shangwan
上上之策 shangshangzhice
上下 shangxia
上下五千年 shangxiawuqiannian
上下其手 shangxiaqishou
上下床 shangxiachuang
上下文 shangxiawen
上下文菜单 shangxiawencaidan
上下班 shangxiaban
上下班时间 shangxiabanshijian
上个 shangge
上个星期 shanggexingqi
上个月 shanggeyue
上乘 shangcheng
上书 shangshu
上交 shangjiao
上代 shangdai
上任 shangren
上传 shangchuan
上位 shangwei
上位概念 shangweigainian
上供 shanggong
上农 shangnong
上前 shangqian
上升 shangsheng
上升空间 shangshengkongjian
上升趋势 shangshengqushi
上午 shangwu
上半 shangban
上半叶 shangbanye
上半夜 shangbanye
上半天 shangbantian
上半年 shangbannian
上半晌 shangbanshang
上半身 shangbanshen
上半部分 shangbanbufen
上去 shangqu
上口 shangkou
上口齿 shangkouchi
上古 shanggu
上古汉语 shangguHanyu
上台 shangtai
上司 shangsi
上合 ShangHe
上合组织 ShangHeZuzhi
上吊 shangdiao
上同调 shangtongdiao
上吐下泻 shangtuxiaxie
上周 shangzhou
上呼吸道感染 shanghuxidaoganran
上唇 shangchun
上回 shanghui
上场 shangchang
上坟 shangfen
上坡 shangpo
上坡段 shangpoduan
上坡路 shangpolu
上城区 Shangchengqu
上域 shangyu
上声 shangsheng
上外 ShangWai
上夜 shangye
上天 shangtian
上天入地 shangtianrudi
上天无路，入地无门 shangtianwulu,rudiwumen
上头 shangtou
上夸克 shangkuake
上好 shanghao
上学 shangxue
上官 Shangguan
上官 shangguan
上家 shangjia
上将 shangjiang
上将军 shangjiangjun
上尉 shangwei
上层 shangceng
上层建筑 shangcengjianzhu
上山 shangshan
上山下乡 shangshanxiaxiang
上岗 shanggang
上岸 shangan
上工 shanggong
上市 shangshi
上市公司 shangshigongsi
上帝 Shangdi
上床 shangchuang
上座 shangzuo
上座部 shangzuobu
上弦 shangxian
上弦月 shangxianyue
上当 shangdang
上心 shangxin
上思 Shangsi
上思县 Shangsixian
上房 shangfang
上手 shangshou
上扬 shangyang
上扬趋势 shangyangqushi
上报 shangbao
上文 shangwen
上新世 Shangxinshi
上方宝剑 shangfangbaojian
上旬 shangxun
上星 shangxing
上星期 shangxingqi
上映 shangying
上月 shangyue
上有天堂，下有苏杭 shangyoutiantang,xiayouSuHang
上有政策，下有对策 shangyouzhengce,xiayouduice
上有老下有小 shangyoulaoxiayouxiao
上杆 shanggan
上来 shanglai
上杭 Shanghang
上杭县 Shanghangxian
上林 Shanglin
上林县 Shanglinxian
上标 shangbiao
上栗 Shangli
上栗县 Shanglixian
上校 shangxiao
上梁不正下梁歪 shangliangbuzhengxialiangwai
上楼 shanglou
上次 shangci
上款 shangkuan
上气不接下气 shangqibujiexiaqi
上水 Shangshui
上汽 ShangQi
上流 shangliu
上流社会 shangliushehui
上浣 shanghuan
上浮 shangfu
上海 Shanghai
上海交通大学 ShanghaiJiaotongDaxue
上海体育场 ShanghaiTiyuchang
上海医科大学 ShanghaiYikeDaxue
上海合作组织 ShanghaiHezuoZuzhi
上海商务印书馆 ShanghaiShangwuyinshuguan
上海外国语大学 ShanghaiWaiguoyuDaxue
上海大剧院 ShanghaiDajuyuan
上海大学 ShanghaiDaxue
上海宝钢集团公司 ShanghaiBaogangJituanGongsi
上海市 Shanghaishi
上海戏剧学院 ShanghaiXijuXueyuan
上海振华港口机械 ShanghaiZhenhuaGangkouJixie
上海文广新闻传媒集团 ShanghaiWenguangXinwenChuanmeiJituan
上海汽车工业 Shanghaiqichegongye
上海汽车工业集团 ShanghaiQicheGongyeJituan
上海浦东发展银行 ShanghaiPudongFazhanYinhang
上海环球金融中心 ShanghaiHuanqiuJinrongZhongxin
上海白菜 Shanghaibaicai
上海第二医科大学 ShanghaiDierYikeDaxue
上海证券交易所 ShanghaiZhengquanJiaoyisuo
上海证券交易所综合股价指 ShanghaiZhengquanJiaoyisuoZongheGujiaZhi
上海话 Shanghaihua
上海财经大学 ShanghaiCaijingDaxue
上海音乐学院 ShanghaiYinyueXueyuan
上涨 shangzhang
上游 shangyou
上溜油 shangliuyou
上演 shangyan
上火 shanghuo
上犹 Shangyou
上犹县 Shangyouxian
上环 shanghuan
上班 shangban
上班族 shangbanzu
上班时间 shangbanshijian
上甘岭 Shangganling
上甘岭区 Shangganlingqu
上界 shangjie
上疏 shangshu
上瘾 shangyin
上皮 shangpi
上眼睑 shangyanjian
上睑 shangjian
上确界 shangquejie
上空 shangkong
上空洗车 shangkongxiche
上等 shangdeng
上等兵 shangdengbing
上箭头 shangjiantou
上箭头键 shangjiantoujian
上级 shangji
上级领导 shangjilingdao
上纲上线 shanggangshangxian
上线 shangxian
上缴 shangjiao
上网 shangwang
上网本 shangwangben
上肢 shangzhi
上膛 shangtang
上船 shangchuan
上色 shangse
上色 shangshai
上艾瑟尔 Shangaiseer
上苍 shangcang
上菜 shangcai
上蔡 Shangcai
上蔡县 Shangcaixian
上虞 Shangyu
上虞市 Shangyushi
上行 shangxing
上行下效 shangxingxiaxiao
上街 shangjie
上街区 ShangjieQu
上衣 shangyi
上衫 shangshan
上装 shangzhuang
上西天 shangxitian
上覆 shangfu
上议院 Shangyiyuan
上访 shangfang
上证 ShangZheng
上证综合指数 Shangzhengzonghezhishu
上诉 shangsu
上诉法院 shangsufayuan
上课 shangke
上调 shangtiao
上谕 shangyu
上路 shanglu
上身 shangshen
上车 shangche
上轨道 shangguidao
上载 shangzai
上辈 shangbei
上辈子 shangbeizi
上边 shangbian
上边儿 shangbianr
上进 shangjin
上进心 shangjinxin
上述 shangshu
上部 shangbu
上都 Shangdu
上野 Shangye
上钩 shanggou
上钩儿 shanggour
上镜 shangjing
上门 shangmen
上门费 shangmenfei
上阵 shangzhen
上阵杀敌 shangzhenshadi
上限 shangxian
上面 shangmian
上鞋 shangxie
上页 shangye
上颌 shanghe
上颌骨 shanghegu
上颔 shanghan
上颚正门齿 shangezhengmenchi
上风 shangfeng
上饶 Shangrao
上饶县 Shangraoxian
上饶地区 Shangraodiqu
上饶市 Shangraoshi
上首 shangshou
上马 shangma
上高 Shanggao
上高县 Shanggaoxian
上齿 shangchi
上齿龈 shangchiyin
上龙 shanglong
下 xia
下一个 xiayige
下一代 xiayidai
下一次 xiayici
下一步 xiayibu
下一站 xiayizhan
下一页 xiayiye
下不为例 xiabuweili
下不来 xiabulai
下不来台 xiabulaitai
下世 xiashi
下个星期 xiagexingqi
下个月 xiageyue
下乡 xiaxiang
下令 xialing
下任 xiaren
下体 xiati
下修 xiaxiu
下关 Xiaguan
下关区 Xiaguanqu
下关市 Xiaguanshi
下决心 xiajuexin
下凡 xiafan
下划线 xiahuaxian
下列 xialie
下功夫 xiagongfu
下午 xiawu
下半 xiaban
下半天 xiabantian
下半年 xiabannian
下半身 xiabanshen
下单 xiadan
下厨 xiachu
下去 xiaqu
下台 xiatai
下台阶 xiataijie
下周 xiazhou
下唇 xiachun
下回 xiahui
下场 xiachang
下场 xiachang
下场门 xiachangmen
下坡 xiapo
下坡路 xiapolu
下垂 xiachui
下城区 Xiachengqu
下夸克 xiakuake
下定义 xiadingyi
下定决心 xiadingjuexin
下家 xiajia
下寒武 xiahanwu
下寒武统 xiahanwutong
下层 xiaceng
下届 xiajie
下属 xiashu
下属公司 xiashugongsi
下山 xiashan
下岗 xiagang
下崽 xiazai
下工夫 xiagongfu
下巴 xiaba
下巴颏 xiabake
下弦 xiaxian
下弦月 xiaxianyue
下情 xiaqing
下意识 xiayishi
下手 xiashou
下拜 xiabai
下挫 xiacuo
下摆 xiabai
下放 xiafang
下方 xiafang
下旋 xiaxuan
下旋削球 xiaxuanxiaoqiu
下旬 xiaxun
下星期 xiaxingqi
下月 xiayue
下来 xialai
下架 xiajia
下标 xiabiao
下棋 xiaqi
下榻 xiata
下槛 xiakan
下次 xiaci
下款 xiakuan
下死劲 xiasijin
下毒 xiadu
下水 xiashui
下水 xiashui
下水礼 xiashuili
下水管 xiashuiguan
下水道 xiashuidao
下沉 xiachen
下注 xiazhu
下流 xialiu
下浣 xiahuan
下浮 xiafu
下海 xiahai
下游 xiayou
下滑 xiahua
下片 xiapian
下狱 xiayu
下班 xiaban
下画线 xiahuaxian
下界 xiajie
下眼睑 xiayanjian
下确界 xiaquejie
下笔 xiabi
下箭头 xiajiantou
下箭头键 xiajiantoujian
下级 xiaji
下线 xiaxian
下线仪式 xiaxianyishi
下网 xiawang
下而上 xiaershang
下聘 xiapin
下肢 xiazhi
下脚料 xiajiaoliao
下腹部 xiafubu
下至上 xiazhishang
下花园 Xiahuayuan
下花园区 Xiahuayuanqu
下营 Xiaying
下营乡 Xiayingxiang
下落 xialuo
下落不明 xialuobuming
下葬 xiazang
下蛋 xiadan
下行 xiaxing
下装 xiazhuang
下西洋 xiaxiyang
下议院 xiayiyuan
下议院议员 xiayiyuanyiyuan
下诏 xiazhao
下课 xiake
下调 xiadiao
下调 xiatiao
下跌 xiadie
下跪 xiagui
下身 xiashen
下车 xiache
下载 xiazai
下辈 xiabei
下辈子 xiabeizi
下辖 xiaxia
下边 xiabian
下边儿 xiabianr
下达 xiada
下酒 xiajiu
下酒菜 xiajiucai
下野 xiaye
下锚 xiamao
下闸 xiazha
下陆 Xialu
下陆区 Xialuqu
下降 xiajiang
下院 xiayuan
下陷 xiaxian
下雨 xiayu
下雪 xiaxue
下面 xiamian
下面请看 xiamianqingkan
下页 xiaye
下颌 xiahe
下颌下腺 xiahexiaxian
下颌骨 xiahegu
下颏 xiake
下颔 xiahan
下颔骨 xiahangu
下颚 xiae
下风 xiafeng
下风方向 xiafengfangxiang
下飞机 xiafeiji
下马 xiama
下马威 xiamawei
下鼻甲 xiabijia
下齿 xiachi
下龙湾 XialongWan
丌 Ji
丌 ji
丌 qi
不 bu
不一 buyi
不一会 buyihui
不一定 buyiding
不一样 buyiyang
不一而足 buyierzu
不一致字 buyizhizi
不三不四 busanbusi
不下 buxia
不下于 buxiayu
不中意 buzhongyi
不中用 buzhongyong
不丹 Budan
不为人知 buweirenzhi
不为左右袒 buweizuoyoutan
不为已甚 buweiyishen
不为所动 buweisuodong
不为酒困 buweijiukun
不主故常 buzhuguchang
不久 bujiu
不久前 bujiuqian
不义 buyi
不义之财 buyizhicai
不乏 bufa
不买账 bumaizhang
不了 buliao
不了了之 buliaoliaozhi
不予 buyu
不予理会 buyulihui
不予评论 buyupinglun
不争 buzheng
不争气 buzhengqi
不事生产 bushishengchan
不二价 buerjia
不二法门 buerfamen
不亚 buya
不亚于 buyayu
不亢不卑 bukangbubei
不亦乐乎 buyilehu
不人道 burendao
不仁 buren
不仅 bujin
不仅如此 bujinruci
不令人鼓舞 bulingrenguwu
不以为然 buyiweiran
不以人废言 buyirenfeiyan
不以物喜，不以己悲 buyiwuxi,buyijibei
不以规矩，不能成方圆 buyiguiju,bunengchengfangyuan
不以词害志 buyicihaizhi
不以辞害志 buyicihaizhi
不休 buxiu
不会 buhui
不传 buchuan
不伤脾胃 bushangpiwei
不伦不类 bulunbulei
不但 budan
不住 buzhu
不体面 butimian
不作为 buzuowei
不佞 buning
不佳 bujia
不依 buyi
不依不饶 buyiburao
不便 bubian
不俗 busu
不信任动议 buxinrendongyi
不信任投票 buxinrentoupiao
不信任案 buxinrenan
不信用 buxinyong
不俭则匮 bujianzekui
不修边幅 buxiubianfu
不倒翁 budaoweng
不倦 bujuan
不值 buzhi
不值一文 buzhiyiwen
不值得 buzhide
不值钱 buzhiqian
不假思索 bujiasisuo
不偏不倚 bupianbuyi
不偏斜 bupianxie
不偏极 bupianji
不做亏心事，不怕鬼敲门 buzuokuixinshi,bupaguiqiaomen
不做声 buzuosheng
不停 buting
不像样 buxiangyang
不像话 buxianghua
不光 buguang
不光彩 buguangcai
不克 buke
不免 bumian
不免一死 bumianyisi
不入时宜 burushiyi
不入虎穴，焉得虎子 buruhuxue,yandehuzi
不公 bugong
不公正 bugongzheng
不共戴天 bugongdaitian
不关痛痒 buguantongyang
不兴 buxing
不兼容性 bujianrongxing
不再 buzai
不冻港 budonggang
不冻港口 budonggangkou
不准 buzhun
不准确 buzhunque
不准许 buzhunxu
不减当年 bujiandangnian
不凑巧 bucouqiao
不凡 bufan
不出所料 buchusuoliao
不分 bufen
不分伯仲 bufenbozhong
不分彼此 bufenbici
不分情由 bufenqingyou
不分昼夜 bufenzhouye
不分清红皂白 bufenqinghongzaobai
不分皂白 bufenzaobai
不分胜负 bufenshengfu
不分胜败 bufenshengbai
不分轩轾 bufenxuanzhi
不分青红皂白 bufenqinghongzaobai
不分高下 bufengaoxia
不切合实际 buqieheshiji
不切实际 buqieshiji
不刊之论 bukanzhilun
不划算 buhuasuan
不列颠 Buliedian
不列颠保卫战 BuliedianBaoweizhan
不列颠哥伦比亚 BuliedianGelunbiya
不列颠哥伦比亚省 BuliedianGelunbiyasheng
不列颠战役 BuliedianZhanyi
不列颠诸岛 BuliedianZhudao
不利 buli
不到 budao
不到长城非好汉 budaoChangchengfeihaohan
不到黄河心不死 budaoHuangHexinbusi
不力 buli
不加 bujia
不加修饰 bujiaxiushi
不加区别 bujiaqubie
不加思索 bujiasisuo
不加拘束 bujiajushu
不加掩饰 bujiayanshi
不加牛奶 bujianiunai
不加理睬 bujialicai
不加选择 bujiaxuanze
不务正业 buwuzhengye
不动 budong
不动产 budongchan
不动声色 budongshengse
不动摇 budongyao
不动点 budongdian
不动点定理 budongdiandingli
不劳无获 bulaowuhuo
不劳而获 bulaoerhuo
不匮 bukui
不区分大小写 buqufendaxiaoxie
不协调 buxietiao
不卑不亢 bubeibukang
不单 budan
不即不离 bujibuli
不厌 buyan
不厌其烦 buyanqifan
不去理 buquli
不及 buji
不及格 bujige
不及物动词 bujiwudongci
不受欢迎 bushouhuanying
不受理 bushouli
不受管束 bushouguanshu
不受约束 bushouyueshu
不变 bubian
不变价格 bubianjiage
不变化 bubianhua
不变资本 bubianziben
不变量 bubianliang
不只 buzhi
不可 buke
不可一世 bukeyishi
不可以 bukeyi
不可估量 bukeguliang
不可侵犯 bukeqinfan
不可侵犯权 bukeqinfanquan
不可再生资源 bukezaishengziyuan
不可分割 bukefenge
不可分离 bukefenli
不可同日而语 buketongrieryu
不可名状 bukemingzhuang
不可告人 bukegaoren
不可多得 bukeduode
不可导 bukedao
不可开交 bukekaijiao
不可思议 bukesiyi
不可或缺 bukehuoque
不可抗力 bukekangli
不可抗拒 bukekangju
不可挽回 bukewanhui
不可撤销信用证 bukechexiaoxinyongzheng
不可收拾 bukeshoushi
不可救药 bukejiuyao
不可数 bukeshu
不可数名词 bukeshumingci
不可数集 bukeshuoji
不可枚举 bukemeiju
不可理喻 bukeliyu
不可知论 bukezhilun
不可磨灭 bukemomie
不可端倪 bukeduanni
不可终日 bukezhongri
不可缺少 bukequeshao
不可置信 bukezhixin
不可胜数 bukeshengshu
不可胜言 bukeshengyan
不可能 bukeneng
不可解 bukejie
不可言喻 bukeyanyu
不可逆 bukeni
不可逆转 bukenizhuan
不可通约 buketongyue
不可逾越 bukeyuyue
不可避 bukebi
不可避免 bukebimian
不可靠 bukekao
不合 buhe
不合体统 buhetitong
不合作 buhezuo
不合时宜 buheshiyi
不合法 buhefa
不合理 buheli
不合适 buheshi
不吉 buji
不吉利 bujili
不同 butong
不同凡响 butongfanxiang
不名一文 bumingyiwen
不名数 bumingshu
不名誉 bumingyu
不名誉事物 bumingyushiwu
不吐不快 butubukuai
不吐气 butuqi
不吝 bulin
不吝珠玉 bulinzhuyu
不含糊 buhanhu
不听命 butingming
不周 buzhou
不周山 BuzhouShan
不周延 buzhouyan
不咋地 buzade
不和 buhe
不咎既往 bujiujiwang
不啻 buchi
不啻天渊 buchitianyuan
不善 bushan
不圆通 buyuantong
不在 buzai
不在乎 buzaihu
不在了 buzaile
不在其位不谋其政 buzaiqiweibumouqizheng
不在意 buzaiyi
不在状态 buzaizhuangtai
不在话下 buzaihuaxia
不均 bujun
不均匀 bujunyun
不堪 bukan
不堪一击 bukanyiji
不堪入目 bukanrumu
不堪忍受 bukanrenshou
不声不响 bushengbuxiang
不备 bubei
不复 bufu
不外 buwai
不外乎 buwaihu
不外露 buwailu
不够 bugou
不大 buda
不大离 budali
不大离儿 budalir
不太好 butaihao
不失为 bushiwei
不失时机 bushishiji
不好 buhao
不好受 buhaoshou
不好惹 buhaore
不好意思 buhaoyisi
不好说 buhaoshuo
不如 buru
不如人意 bururenyi
不妙 bumiao
不妥 butuo
不妥协 butuoxie
不妨 bufang
不孕 buyun
不孕症 buyunzheng
不孚众望 bufuzhongwang
不孝 buxiao
不孝有三，无后为大 buxiaoyousan,wuhouweida
不学无术 buxuewushu
不安 buan
不安其室 buanqishi
不安分 buanfen
不安好心 buanhaoxin
不完全中立 buwanquanzhongli
不完全叶 buwanquanye
不完全归纳推理 buwanquanguinatuili
不完善 buwanshan
不完美 buwanmei
不定 buding
不定元 budingyuan
不定冠词 budingguanci
不定式 budingshi
